R,ClPr,OPEN,pre_HIGH,pre_LOW,prev_VOLUME,2dayprice_change,SMA5,SMA10,SMA20
0,91.76,92.05,93,91.9,1917300,0.85,92.426,92.082,92.642
0,92.43,92.5,92.15,91.3,1729600,0.08,92.214,91.86,92.609
0,92.3,92.36,92.8,92.3,1736000,-0.17,92.044,91.897,92.5895
0,92.59,92.92,92.7699,92.2,1913000,0.54,92.154,92.046,92.575
0,92.83,92.03,92.97,92.4,1880000,0.16,92.336,92.188,92.563
0,91.98,92.65,92.97,91.94,1945800,0.53,92.382,92.404,92.518
0,92.68,92.56,92.68,91.79,1823500,-0.61,92.426,92.32,92.4565
0,93.21,93.98,93.36,92.43,2464000,-0.15,92.476,92.26,92.4115
0,93.89,94,94.1,92.99,2302800,1.23,92.658,92.406,92.3905
0,94.24,93.93,94.17,93.55,1639500,1.21,92.918,92.627,92.4135
0,93.74,92.75,94.3,93.59,3069600,1.03,93.2,92.791,92.4365
0,92.54,92,93.87,92.21,3395200,-0.15,93.552,92.989,92.4245
0,92.3,92.36,92.74,91.94,1983400,-1.7,93.524,93,92.4485
0,92.4,92.29,92.5,92.01,1843500,-1.44,93.342,93,92.523
0,92.29,91.37,92.59,91.74,2075400,-0.14,93.044,92.981,92.5845
0,91.59,91.5,92.3,90.95,1755100,-0.01,92.654,92.927,92.6655
0,91.63,91.48,92.07,91.33,1834900,-0.81,92.224,92.888,92.604
0,91.7,91.7,92.08,91.25,2022300,-0.66,92.042,92.783,92.5215
0,91.41,92,92.31,91.62,1764800,0.11,91.922,92.632,92.519
0,91.7,91.03,92.34,91.41,1858500,-0.22,91.724,92.384,92.5055
0,90.08,90.11,91.79,91.01,2713500,0,91.606,92.13,92.4605
0,91.2,91.65,90.73,89.23,2949800,-1.33,91.304,91.764,92.3765
0,91.23,91,91.8,90.61,2149700,-0.5,91.218,91.63,92.315
0,91.28,91.41,91.66,90.87,2720200,1.15,91.124,91.523,92.2615
0,91.71,90.94,91.95,90.91,2714900,0.08,91.098,91.411,92.196
0,90.59,90,92.08,90.66,3915400,0.48,91.1,91.353,92.14
0,88.75,88.69,92,89.53,4759400,-0.69,91.202,91.253,92.0705
0,88.24,89.28,89.16,87.96,3541200,-2.96,90.712,90.965,91.874
0,89.36,88.44,89.51,87.58,2850400,-2.35,90.114,90.619,91.6255
0,89.99,90.18,89.56,87.78,2434800,0.61,89.73,90.414,91.399
0,90.83,90.87,90.49,89.84,3024800,1.75,89.386,90.243,91.1865
0,90.87,88.75,91.2,90.4,3355100,1.47,89.434,90.318,91.041
0,88.98,88.25,90.99,88.56,4273300,0.88,89.858,90.285,90.9575
0,88.1,88.12,89.35,87.55,3078500,-1.85,90.006,90.06,90.7915
0,87.59,86.32,88.65,87.77,2848100,-2.77,89.754,89.742,90.5765
0,86.41,86.6,87.83,86.32,2599300,-1.39,89.274,89.33,90.3415
0,87.85,88.38,86.97,85.338,4938300,-1.69,88.39,88.912,90.0825
0,88.25,89.08,88.76,87.01,4208600,0.26,87.786,88.822,89.8935
0,88.96,88.86,89.82,87.96,3356800,1.84,87.64,88.823,89.721
0,88.99,88.81,89.08,88.31,2600900,1.11,87.812,88.783,89.5985
0,89.57,89.2,89.38,88.35,2192900,0.74,88.092,88.683,89.463
0,89.7,89.11,89.95,88.86,1924800,0.61,88.724,88.557,89.4375
0,89.28,89.29,89.75,89.08,1410400,0.71,89.094,88.44,89.3625
0,89.6,88.62,89.69,88.28,2289700,-0.29,89.3,88.47,89.265
0,87.16,86.36,89.6,88.35,4629400,-0.1,89.428,88.62,89.181
0,87.16,86.39,87.25,85.98,3267100,-2.12,89.062,88.577,88.9535
0,86.18,85.91,87.6,86.24,2887800,-2.44,88.58,88.652,88.782
0,85.85,85.87,86.47,85.29,2389100,-0.98,87.876,88.485,88.6535
0,86.83,87.11,86.31,85.46,2908900,-1.31,87.19,88.245,88.534
0,86.73,88.04,87.14,86.38,3026000,0.65,86.636,88.032,88.4075
0,87.54,87.93,88.38,86.62,3722800,0.88,86.55,87.806,88.2445
0,87.82,87.82,88.28,87.35,3446800,0.71,86.626,87.603,88.08
0,87.31,87.07,88.17,87.52,3212500,1.09,86.954,87.415,87.9275
0,87.44,87.57,87.61,86.67,2950600,-0.23,87.246,87.218,87.844
0,86.86,86.31,87.91,87.01,4696100,-0.38,87.368,87.002,87.811
0,86.13,86.3,87.23,86.06,3334900,-0.45,87.394,86.972,87.7745
0,86.73,85.67,86.8,85.72,2661900,-1.31,87.112,86.869,87.7605
0,85.18,86.54,86.74,85.218,2570900,-0.13,86.894,86.924,87.7045
0,86,85.18,86.54,85.08,2098200,-0.95,86.468,86.857,87.551
0,85.5,85.59,86.09,84.99,2146200,-0.73,86.18,86.774,87.403
0,84.63,83.22,86.19,85.33,3032400,0.32,85.908,86.651,87.2285
0,82.51,82.59,84.64,83.03,2776300,-1.37,85.608,86.36,86.9815
0,82.62,82.79,82.86,82.25,3268700,-2.99,84.764,85.829,86.622
0,82.85,83.05,82.99,81.985,2899900,-2.01,84.252,85.36,86.289
0,84.41,84.45,83.98,82.72,3539200,0.34,83.622,84.901,85.9515
0,84.45,85.06,85.05,83.87,3683200,1.79,83.404,84.656,85.814
0,85.73,85.38,85.12,84.1,2697100,1.6,83.368,84.488,85.6785
0,84.78,84.87,86,85.13,2142200,1.32,84.012,84.388,85.656
0,84.98,84.96,85.195,84.3997,2346000,0.33,84.444,84.348,85.6025
0,84.8,83.37,85,84.03,2322100,-0.75,84.87,84.246,85.51
0,84.13,84.69,84.88,82.95,3200000,0.02,84.948,84.176,85.4135
0,84.46,83.88,84.985,83.675,3000900,-0.85,84.884,84.126,85.243
0,83.51,84.78,84.63,83.75,2450000,-0.34,84.63,84.321,85.075
0,84.34,85.56,84.78,83.27,3602900,-0.62,84.376,84.41,84.885
0,85.35,85.91,85.64,84.25,2777200,-0.12,84.248,84.559,84.73
0,85.78,85.95,86.27,85.26,2770600,1.84,84.358,84.653,84.6545
0,85.83,85.46,86.455,85.5,2611300,1.44,84.688,84.786,84.637
0,86.73,86.47,86.55,85.24,2631900,0.48,84.962,84.796,84.592
0,87.13,87.14,87.48,86.24,2601800,0.95,85.606,84.991,84.6695
0,87.27,86.635,87.69,86.88,2828500,1.3,86.164,85.206,84.726
0,87.56,87.12,87.835,85.98,3192800,0.54,86.548,85.453,84.8145
0,88.01,87.7,87.88,86.3,2710400,0.43,86.904,85.796,84.961
0,88.67,89.17,88.62,87.7,2753500,0.74,87.34,86.151,85.236
0,89.39,89.5,89.24,88.3,2823800,1.11,87.728,86.667,85.5385
0,89.52,89.16,89.85,89.11,2343600,1.38,88.18,87.172,85.8655
0,89.6,89.13,89.59,88.89,2100200,0.85,88.63,87.589,86.121
0,89.36,89.25,89.95,88.74,2294200,0.21,89.038,87.971,86.3785
0,89.36,89.41,89.46,88.72,2072900,-0.16,89.308,88.324,86.56
0,89.32,88.6,89.54,88.75,2618000,-0.24,89.446,88.587,86.789
0,88.8,88.98,89.56,88.51,2750900,-0.04,89.432,88.806,87.006
0,88.49,89.33,89.26,88.5,2962900,-0.56,89.288,88.959,87.206
0,87.13,86.52,89.75,88.38,5701200,-0.83,89.066,89.052,87.424
0,87.48,86.99,87.24,86.02,2769900,-1.67,88.62,88.964,87.5575
0,86.8,87.19,87.8,86.91,3177200,-1.01,88.244,88.845,87.756
0,87.13,86.9,87.55,86.13,2565000,-0.33,87.74,88.586,87.879
0,87.45,86.7,87.63,86.69,1781600,-0.35,87.406,88.347,87.968
0,86.4,86.04,87.67,86.66,2354200,0.65,87.198,88.132,88.0515
0,85.69,86.49,86.93,85.92,3060200,-0.73,87.052,87.836,88.08
0,86.86,85.71,86.59,85.57,2609700,-1.76,86.694,87.469,88.028
0,85.35,85.36,86.93,85.08,2476000,0.46,86.706,87.223,88.0145
0,84.58,86.19,85.69,85.1235,2527700,-0.34,86.35,86.878,87.9185
0,86.33,86.24,86.4,84.44,3651000,-2.28,85.776,86.487,87.7695
0,87.27,87.36,86.77,85.9,1932700,0.98,85.762,86.407,87.6855
0,87.84,87.98,87.79,86.97,2048400,2.69,86.078,86.386,87.6155
0,88.79,89.22,88.05,87.15,2392700,1.51,86.274,86.49,87.538
0,89.23,88.79,89.22,88.2,2298400,1.52,86.962,86.656,87.5015
0,89.21,89.22,89.36,88.05,2640900,1.39,87.892,86.834,87.483
0,88.77,87.88,89.29,88.76,2471800,0.42,88.468,87.115,87.4755
0,88.45,89.29,88.82,87.72,2207100,-0.46,88.768,87.423,87.446
0,89.14,89.38,89.61,88.04,2289600,-0.76,88.89,87.582,87.4025
0,89.12,88.92,89.42,88.93,2308400,0.37,88.96,87.961,87.4195
0,88.46,88.63,89.35,88.6,2572500,0.67,88.938,88.415,87.451
0,88.57,88.5,88.6699,88.02,2326100,-0.68,88.788,88.628,87.5175
0,88.91,89.42,88.78,87.72,3064200,-0.55,88.748,88.758,87.572
0,89.35,89.17,89.64,88.8,2433800,0.45,88.84,88.865,87.6775
0,89.74,89.52,89.73,88.75,2485300,0.78,88.882,88.921,87.7885
0,89.56,89.88,89.9,89.2,2585400,0.83,89.006,88.972,87.903
0,90,89,90,89.37,5007100,0.21,89.226,89.007,88.061
0,88.87,88.6,90,88.82,3252200,0.26,89.512,89.13,88.2765
0,88.75,87.76,89.25,88.6,2960900,-0.69,89.504,89.172,88.377
0,87.54,87.1,88.77,87.51,3107100,-1.25,89.384,89.133,88.547
0,86.8,86.81,87.75,86.96,2049300,-1.33,88.944,88.975,88.695
0,86.71,86.06,87.27,86.65,1958300,-1.95,88.392,88.809,88.7185
0,85.47,85.24,86.935,85.98,2603200,-0.83,87.734,88.623,88.6905
0,84.95,85.72,85.67,84.88,3150800,-1.33,87.054,88.279,88.572
0,87.06,87.4,85.86,84.83,3547900,-1.76,86.294,87.839,88.38
0,87.52,87.47,87.45,86.38,2701900,1.59,86.198,87.571,88.2715
0,87.49,87.72,87.57,87.04,2820500,2.57,86.342,87.367,88.187
0,87.6,88.14,88.219,87.17,2525200,0.43,86.498,87.116,88.123
0,87.77,87.83,88.32,87.25,3277700,0.08,86.924,86.989,88.0805
0,88.07,87.41,88.2,87.23,2497700,0.28,87.488,86.891,88.012
0,88.2,88.04,88.32,87.1,3012900,0.47,87.69,86.944,87.9595
0,87.9,87.88,88.46,87.88,2524800,0.43,87.826,87.084,87.9465
0,87.76,87.65,88.18,87.27,3531300,-0.17,87.908,87.203,87.913
0,87.6,87.74,88.093,87.45,2650000,-0.44,87.94,87.432,87.8555
0,87.56,87.99,88.05,87.4,2406700,-0.3,87.906,87.697,87.768
0,87.65,86.99,88.15,87.48,2834600,-0.2,87.804,87.747,87.659
0,87.01,87.42,87.76,86.96,2548800,0.05,87.694,87.76,87.5635
0,87.99,87.6,87.72,86.75,3647000,-0.55,87.516,87.712,87.414
0,88.03,87.57,88,87.22,2850300,0.34,87.562,87.751,87.37
0,87.14,87.2,88.09,87.16,2530600,1.02,87.648,87.777,87.334
0,88.02,87.54,87.56,86.75,3085700,-0.85,87.564,87.684,87.314
0,87.97,88.12,88.18,87.46,3031600,-0.01,87.638,87.666,87.375
0,87.89,87.32,88.29,87.68,2522800,0.83,87.83,87.673,87.438
0,87.56,87.15,88.22,86.69,2959100,-0.13,87.81,87.686,87.559
0,87.73,88.08,87.94,87.15,2189300,-0.41,87.716,87.682,87.6895
0,87.43,87.25,88.29,87.47,3195500,-0.16,87.834,87.699,87.723
0,87.35,87.52,87.7733,87.06,2288000,-0.13,87.716,87.677,87.7185
0,86.71,87.88,87.98,87.23,3005500,-0.38,87.592,87.711,87.7115
0,87.34,86.5,87.88,85.79,3552100,-0.72,87.356,87.583,87.667
0,87.46,87.15,87.59,86.42,3148400,-0.01,87.312,87.514,87.6455
0,87.58,87.51,87.8,86.67,3747200,0.75,87.258,87.546,87.615
0,86.48,85.3,87.99,87,4898900,0.24,87.288,87.502,87.584
0,85.93,85.26,86.66,85,4412000,-0.98,87.114,87.353,87.513
0,85.61,85.7,85.94,84.63,3895600,-1.65,86.958,87.157,87.4215
0,85.65,85.45,86.06,85.31,3494800,-0.87,86.612,86.962,87.322
0,85.8,85.1,85.7,84.96,3522600,-0.28,86.25,86.754,87.2265
0,85.07,84.14,86.23,84.92,3413700,0.19,85.894,86.591,87.134
0,84.23,84.85,85.12,84.02,3721100,-0.58,85.612,86.363,87.037
0,83.6,83.75,85.364,84.1271,2694900,-1.57,85.272,86.115,86.849
0,84.28,84.37,84.12,83.07,3092900,-1.47,84.87,85.741,86.6275
0,83.77,83.24,84.64,83.76,3649900,0.05,84.596,85.423,86.4845
0,84.3,84.59,83.89,83.08,4465300,0.17,84.19,85.042,86.272
0,83.87,83.58,85.19,84.0401,3438400,0.02,84.036,84.824,86.0885
0,83.37,83.78,84.06,83.26,2796600,0.1,83.964,84.618,85.8875
0,83.8,83.53,84.24,83.32,2839200,-0.93,83.918,84.394,85.678
0,84.18,83.13,83.87,82.7,3116400,-0.07,83.822,84.209,85.4815
0,83.49,83.76,84.26,83.11,3007400,0.81,83.904,84.047,85.319
0,81.73,82.23,84.44,83.361,3380100,-0.31,83.742,83.889,85.126
0,82.11,81.37,82.45,81.6,1706500,-2.45,83.314,83.639,84.877
0,81.15,82.22,82.2,81.19,1935200,-1.38,83.062,83.49,84.6155
0,82.28,81.91,82.44,80.94,2613300,-0.58,82.532,83.177,84.3
0,82.2,81.24,82.6415,81.62,1722600,0.17,82.152,83.028,84.035
0,80.97,80.27,82.21,80.78,2042200,1.05,81.894,82.818,83.821
0,80,80.43,81.185,79.93,3164200,-1.31,81.742,82.528,83.573
0,80.31,79.19,80.47,78.9747,3611800,-2.2,81.32,82.191,83.2925
0,77.82,79.02,80.405,78.87,4660200,-0.66,81.152,81.842,83.0255
0,78.87,79.52,79.5,77.51,3485400,-2.18,80.26,81.206,82.6265
0,78.86,79.43,80.0198,78.415,6492600,-1.44,79.594,80.744,82.3165
0,78.51,79.18,79.78,78.6,3247000,1.04,79.172,80.457,82.048
0,79.41,81,79.45,78.26,4203000,-0.36,78.874,80.097,81.7935
0,80.59,81.9,81.22,78.9131,3975800,0.55,78.694,79.923,81.55
0,82.2,80.92,81.99,80.03,3338000,2.08,79.248,79.754,81.391
0,80.46,81.83,82.422,80.77,4075500,2.79,79.914,79.754,81.286
0,82.39,82.03,82.135,80.26,3980600,-0.13,80.234,79.703,81.1155
0,82.13,82.13,82.73,80.78,4306100,0.19,81.01,79.942,81.0665
0,80.93,81.33,82.8,81.61,6011800,1.67,81.554,80.124,80.983
0,79.76,81.39,81.6,80.34,5910500,-1.46,81.622,80.435,80.8205
0,80.3,81.25,81.46,79.05,5578000,-2.37,81.134,80.524,80.634
0,81.04,79.71,81.31,80.2482,3867100,-0.63,81.102,80.668,80.5625
0,77.24,78,81.05,79.43,8721000,1.28,80.832,80.921,80.509
0,77.72,77.2,78.18,77.03,3853300,-3.06,79.854,80.704,80.3135
0,76.13,75.55,78.012,77.05,4923100,-3.32,79.212,80.417,80.0855
0,75.54,77.08,76.855,75.55,2094000,-1.11,78.486,79.81,79.782
0,77.83,77.63,77.16,75.49,4149900,-2.18,77.534,79.318,79.5105
0,78.39,79.28,78.94,77.45,4170600,1.7,76.892,78.862,79.402
0,80.54,80.7,79.64,77.54,5438800,2.85,77.122,78.488,79.306
0,80.43,81.53,81.02,79.98,3928300,2.71,77.686,78.449,79.442
0,81.87,81.29,81.67,79.67,5077900,2.04,78.546,78.516,79.52
0,81.87,81.44,83.1,80.86,5097100,1.33,79.812,78.673,79.6705
0,81.87,81.56,82.38,81.06,3602400,1.44,80.62,78.756,79.8385
0,82.29,81.3,82.49,81.3801,3168600,0,81.316,79.219,79.9615
0,80.32,80.31,82.66,81.3,3645800,0.42,81.666,79.676,80.0465
0,79,80.13,81.16,79.65,4646300,-1.55,81.644,80.095,79.9525
0,81.83,80.29,80.31,78.47,6393500,-3.29,81.07,80.441,79.8795
0,79.69,79.27,82,80,4230500,1.51,81.062,80.841,79.8515
0,79.3,78.97,80.19,78.3,4311700,0.69,80.626,80.971,79.7295
0,79.64,78.86,79.54,78.12,3771900,-2.53,80.028,80.847,79.648
0,78.06,77.39,79.82,77.89,4337800,-0.05,79.892,80.768,79.642
0,76.53,77.89,78.64,77.35,3559600,-1.24,79.704,80.387,79.53
0,79.02,79.88,78.22,76.26,5772100,-3.11,78.644,79.853,79.3045
0,81,81.53,80.59,78.93,4022500,0.96,78.51,79.568,79.3935
0,81.41,79.51,81.84,80.5,5252000,4.47,78.85,79.439,79.5575
0,77.02,77.98,82.33,78.92,7413700,2.39,79.204,79.548,79.8215
0,77.04,76.88,78.4,75.97,5788900,-3.98,78.996,79.35,79.8955
0,82.18,80.32,79.02,76.28,12651800,-4.37,79.098,78.871,79.856
0,80.48,79.38,82.4,80.23,5428700,5.16,79.73,79.12,80.0455
0,78.68,77.77,80.56,78.98,5125200,3.44,79.626,79.238,80.0425
0,77.7,78.26,79.06,77.11,4087300,-3.5,79.08,79.142,79.955
0,78.36,76.18,78.86,77.2701,3865000,-2.78,79.216,79.106,79.7465
0,75.88,78.63,79.15,75.71,4167200,-0.32,79.48,79.289,79.571
0,78.89,78.94,79.05,75.66,4359500,-1.82,78.22,78.975,79.2715
0,77.8,78.27,79.23,78.116,2840800,0.53,77.902,78.764,79.1015
0,78.36,76.73,78.4,76.67,3726900,1.92,77.726,78.403,78.9755
0,76.42,76.55,79.34,76.73,5663300,-0.53,77.858,78.537,78.9435
0,76.72,75.12,76.87,75.89,3320200,-1.38,77.47,78.475,78.673
0,73.82,75.2,76.74,75.09,3855600,-1.64,77.638,77.929,78.5245
0,74.65,72.72,75.45,73.075,5291800,-2.6,76.624,77.263,78.2505
0,72.53,71.74,74.69,72.005,4835800,-2.07,75.994,76.86,78.001
0,72.01,70.13,72.84,71.01,5467000,-1.29,74.828,76.343,77.7245
0,70.93,71.13,72.18,68.63,8700000,-2.64,73.946,75.708,77.4985
0,71.79,73.91,73.24,70.93,7619300,-1.6,72.788,75.213,77.094
0,74.53,74.97,73.94,71.71,7184500,-0.22,72.382,74.503,76.6335
0,73.6,76.42,75.68,73.5,5633500,3.6,72.358,74.176,76.2895
0,76.28,76.37,77.2,73.5,5932100,1.81,72.572,73.7,76.1185
0,75.19,74.39,77.77,75.82,4875300,1.75,73.426,73.686,76.0805
0,73.99,72.64,75.26,73.45,5033400,1.59,74.278,73.533,75.731
0,72.9,74.82,74.3299,72.34,4583800,-2.29,74.718,73.55,75.4065
0,76.34,79.33,74.9,72,10108500,-2.29,74.392,73.375,75.1175
0,79.21,79.44,79.76,76.27,4957800,2.35,74.94,73.756,75.0495
0,79.21,79.57,79.92,78.46,3914800,6.31,75.526,74.476,75.092
0,80.53,81.43,79.57,77.88,4552700,2.87,76.33,75.304,75.2585
0,80.63,80.18,81.65,80.014,6027600,1.32,77.638,76.178,75.3405
0,79.44,77.96,81.03,79.48,4222300,1.42,79.184,76.788,75.482
0,77.81,78.28,80.39,76.91,5402500,-1.09,79.804,77.372,75.536
0,78.22,76.5678,78.79,77.19,6469100,-2.82,79.524,77.525,75.6055
0,76.65,78.06,78.28,76,5848900,-1.22,79.326,77.828,75.6805
0,79.26,79.88,78.18,76,7423400,-1.16,78.55,78.094,75.822
0,80.57,79.36,80.65,78.78,4722200,1.04,78.276,78.73,76.0525
0,78.08,77.44,80.64,78.66,5213800,3.92,78.502,79.153,76.4545
0,79.35,80.02,78.26,76.7,5271200,-1.18,78.556,79.04,76.758
0,81.61,83.02,80.33,78.92,4391300,-1.22,78.782,79.054,77.179
0,82.98,82.7,83.945,81.28,4535400,3.53,79.774,79.162,77.67
0,82.07,81.68,83.37,82.2,4737700,3.63,80.518,79.397,78.0925
0,82.1,81.3,82.61,80.71,3734200,0.46,80.818,79.66,78.516
0,80.01,77.73,82.23,80.9,3467000,-0.88,81.622,80.089,78.807
0,78.19,80.45,80.26,76.5,5390000,-2.06,81.754,80.268,79.048
0,80.29,79.4,80.65,77.79,6604500,-3.91,81.07,80.422,79.258
0,79.67,77.17,80.45,78.85,5176800,0.28,80.532,80.525,79.6275
0,76.95,78.34,79.81,76.8734,5819100,1.48,80.052,80.435,79.794
0,76.87,76.65,78.52,76.5,4434200,-3.34,79.022,80.322,79.681
0,77.42,79.83,78.82,76.6,6151600,-2.8,78.394,80.074,79.564
0,80.93,82.19,80.02,76.74,8546300,0.47,78.24,79.655,79.4085
0,82.13,82.53,83.03,80.58,5429400,4.06,78.368,79.45,79.4235
0,83.31,82.66,82.68,81.05,5078200,4.71,78.86,79.456,79.558
0,82.54,81.89,83.66,81.97,4157200,2.38,80.132,79.577,79.833
0,81.22,78.69,82.76,80.8,5718100,0.41,81.266,79.83,80.049
0,78.23,81,82.36,78.29,7142300,-2.09,82.026,80.133,80.2775
0,82.69,80.23,81.22,78.01,9377400,-4.31,81.486,79.927,80.226
0,78.59,80.75,82.86,78.06,12008400,1.47,81.598,80.229,80.332
0,82.75,83.44,81.37,78.53,11496200,0.36,80.654,80.393,80.3575
0,82.23,85.07,84.22,81.24,8453100,0.06,80.696,80.981,80.5275
0,86.18,85.56,85.07,82.11,9061600,3.64,80.898,81.462,80.5585
0,85.27,85.67,86.45,84.82,6277000,3.43,82.488,81.987,80.7185
0,86.77,87.98,87.25,85.25,6406300,3.04,83.004,82.301,80.8785
0,87.14,86.94,88.17,85.54,5997600,0.59,84.64,82.647,81.112
0,87.57,88.19,87.71,86.6,4883800,1.87,85.518,83.107,81.4685
0,88.08,89.69,88.72,87.41,4285900,0.8,86.586,83.742,81.9375
0,89.93,91.92,89.72,87.75,6658400,0.94,86.966,84.727,82.327
0,95.07,94.84,92.5,89.56,11432000,2.36,87.898,85.451,82.84
0,95.38,96.09,95.53,93.9,3438600,6.99,89.558,87.099,83.746
0,95.84,95.01,96.38,95.11,2846200,5.45,91.206,88.362,84.6715
0,94.25,94.83,96.09,94.5,3540400,0.77,92.86,89.723,85.5925
0,94.27,94.94,94.92,94.15,2808000,-1.13,94.094,90.53,86.2585
0,94.6,95.1,94.94,93.38,4756900,-1.57,94.962,91.43,86.8655
0,95.47,95.2,95.12,93.71,2951400,0.35,94.868,92.213,87.43
0,94.98,94.82,95.63,94.72,3924000,1.2,94.886,93.046,88.0765
0,96.19,96.09,95.78,94.56,5397100,0.38,94.714,93.787,88.7645
0,95.88,97.11,97.3,96.03,2816100,0.72,95.102,94.598,89.6625
0,96.56,96.45,97.22,95.8,4578100,0.9,95.424,95.193,90.322
0,97.62,97.12,97,96.06,4510200,0.37,95.816,95.342,91.2205
0,97.97,97.73,97.67,96.99,3014900,1.74,96.246,95.566,91.964
0,97.24,96.12,98.19,97.17,3312100,1.41,96.844,95.779,92.751
0,96.14,96.4,97.5,96.1,3704100,-0.38,97.054,96.078,93.304
0,96.67,94.83,96.86,96.06,3064200,-1.83,97.106,96.265,93.8475
0,94.85,93.38,96.95,94.83,4659700,-0.57,97.128,96.472,94.3425
0,93.11,93.42,95.06,93.35,4201800,-1.29,96.574,96.41,94.728
0,93.02,92.63,93.64,92.681,3071700,-3.56,95.602,96.223,95.005
0,92.25,91.08,93.02,92.42,2730000,-1.83,94.758,95.906,95.252
0,90.89,92.34,92.655,90.84,2783700,-0.86,93.98,95.543,95.368
0,92.34,92.04,92.53,90.68,4179900,-2.13,92.824,94.976,95.159
0,92.8,93.33,92.42,90.73,3804200,0.09,92.322,94.448,95.007
0,93.43,92.81,93.92,92.72,2675400,1.91,92.26,93.931,94.855
0,92.56,91.42,93.79,92.33,2438300,1.09,92.342,93.55,94.814
0,91.78,92.3,92.87,91.41,2026700,-0.24,92.404,93.192,94.7285
0,91.58,91.07,92.63,91.53,3764100,-1.65,92.582,92.703,94.5875
0,91.03,91.7,91.88,90.66,2995700,-0.98,92.43,92.376,94.393
0,92.59,92.28,92.08,90.58,3407700,-0.75,92.076,92.168,94.1955
0,91.3,91.14,92.99,92.04,2839100,1.01,91.908,92.125,94.0155
0,90.73,91.44,91.87,90.902,2543300,0.27,91.656,92.03,93.7865
0,91.96,91.36,91.9,90.64,2765200,-1.86,91.446,92.014,93.495
0,90.91,90.94,92.43,90.99,2493300,0.66,91.522,91.976,93.212
0,90.85,90.86,91.348,90.36,3469900,0.18,91.498,91.787,92.859
0,90.62,90.38,91.99,90.74,3049700,-1.11,91.15,91.529,92.5395
0,90.7,90.19,90.93,90.24,2964500,-0.29,91.014,91.335,92.2635
0,91.46,91.35,91.23,90.19,3108300,-0.15,91.008,91.227,91.965
0,91.44,94.3308,92.11,90.97,2745200,0.84,90.908,91.215,91.7955
0,94.38,94.05,94.3308,91.334,3456200,0.74,91.014,91.256,91.712
0,93.47,93.46,94.68,93.49,3181300,2.92,91.72,91.435,91.78
0,92.82,92.65,93.99,93.1,1987200,2.03,92.29,91.652,91.841
0,92.69,91.54,93.2,92.03,2669200,-1.56,92.714,91.861,91.9375
0,91.97,92.92,93.03,91.38,2814300,-0.78,92.96,91.934,91.955
0,92.49,92.29,92.92,91.93,3218300,-0.85,93.066,92.04,91.9135
0,93.56,94.55,92.88,91.76,2988900,-0.2,92.688,92.204,91.8665
0,94.71,94.34,94.65,93.13,3486900,1.59,92.706,92.498,91.9165
0,93.94,93.72,95,93.93,2385400,2.22,93.084,92.899,92.063
0,93.86,95.28,94.18,92.75,3340200,0.38,93.334,93.147,92.181
0,95.46,95.54,95.46,93.14,4845500,-0.85,93.712,93.389,92.3225
0,96.01,96.61,96.23,95.2692,2605500,1.52,94.306,93.497,92.466
0,96.65,95.18,97.18,95.19,2918900,2.15,94.796,93.751,92.7015
0,95.52,95.77,96.94,95.11,3949300,1.19,95.184,94.134,92.9975
0,95.71,96.24,96,94.44,3458300,-0.49,95.5,94.417,93.1755
0,95.99,95.3,96.43,95.63,3285600,-0.94,95.87,94.791,93.4155
0,95.6,95.73,96.46,95.3,2039000,0.47,95.976,95.141,93.6725
0,94.92,95.61,96.83,95.36,3666500,-0.11,95.894,95.345,93.9215
0,96.2,96.55,96.28,94.4,4159700,-1.07,95.548,95.366,94.1325
0,96.83,96.93,97,95.74,3226100,0.6,95.684,95.592,94.3695
0,96.92,97.58,97.5,96.58,2938700,1.91,95.908,95.889,94.639
0,97.21,96.92,97.95,96.65,3025000,0.72,96.094,96.035,94.766
0,97.23,96.11,97.5,96.86,3086000,0.38,96.416,96.155,94.953
0,96.47,95.67,97.3,96.09,3597800,0.31,96.878,96.213,95.1735
0,95.94,95.01,96.535,95.38,3774200,-0.74,96.932,96.308,95.3625
0,94.12,93.91,96.59,94.39,8004300,-1.29,96.754,96.331,95.561
0,93.92,94.09,94.32,93.27,2187100,-2.35,96.194,96.144,95.6425
0,93.76,92.97,94.43,93.655,2926600,-2.02,95.536,95.976,95.6605
0,91.86,91.65,94.42,92.93,3635400,-0.36,94.842,95.86,95.613
0,91.45,91.94,92.03,91.47,2435100,-2.06,93.92,95.426,95.509
0,92.82,92.89,91.94,90.58,3639300,-2.31,93.022,94.888,95.3885
0,92.94,92.43,93.14,91.98,3110700,0.96,92.762,94.478,95.2565
0,92.86,93.07,93.22,91.75,2290200,1.49,92.566,94.051,95.103
0,92.37,93.2,93.25,92.55,2834700,0.04,92.386,93.614,94.9135
0,93.8,93.59,93.27,92.03,3894500,-0.57,92.488,93.204,94.756
0,93.22,93.59,94.64,93.4,3221500,0.94,92.958,92.99,94.6605
0,93.19,93.51,93.75,92.62,2462700,0.85,93.038,92.9,94.522
0,93.82,93.94,93.93,92.6,3428700,-0.61,93.088,92.827,94.4015
0,93.39,93.51,94.1,93.22,2498400,0.6,93.28,92.833,94.3465
0,93.64,92.68,94,93.02,2253400,0.2,93.484,92.986,94.206
0,93.13,93.53,93.83,92.68,1956600,-0.18,93.452,93.205,94.0465
